74;72;14;Maria;Itatiba;Santa Barbara;64;Itatiba;38;Seila;Seila;Americana;Campinas;Campinas;Itatiba
28;Maria;Americana;19;57;Americana;Maria;55;Itatiba;Santa Barbara;Sumare;Itatiba;Americana;Maria;47
Sumare;Campinas;Americana;Santa Barbara;Campinas;Campinas;50;64;Itatiba;Sumare;Campinas;Americana;16;54;Americana
17;Americana;15;Americana;Campinas;15;Itatiba;12;Itatiba;Itatiba;Campinas;Itatiba;Campinas;68;Itatiba
Americana;Itatiba;10;Santa Barbara;47;14;Seila;Not Named;Santa Barbara;Sumare;76;Not Named;49;34;Seila
Seila2;13;Seila2;Jose;Campinas;Itatiba;Americana;Santa Barbara;Americana;Campinas;Sumare;Sumare;Sumare;58;Not Named
12;Seila2;Americana;Seila2;70;Itatiba;Santa Barbara;Campinas;24;Seila;27;Campinas;Americana;Santa Barbara;39
Itatiba;Santa Barbara;Americana;Santa Barbara;Santa Barbara;Not Named;62;Campinas;Campinas;Campinas;60;Seila2;Maria;55;Sumare
Sumare;39;Campinas;13;Itatiba;Itatiba;Seila2;Itatiba;Americana;Seila2;Sumare;Not Named;Sumare;Americana;Seila2
Itatiba;Itatiba;77;Not Named;Campinas;Sumare;Neide;Campinas;Not Named;Americana;Seila;Campinas;Maria;Americana;Campinas
Americana;Itatiba;Maria;Seila2;Campinas;Sumare;Maria;Seila2;Neide;Neide;Campinas;Santa Barbara;Americana;Americana;Itatiba
Americana;Campinas;29;Sumare;Itatiba;45;Americana;Santa Barbara;51;Seila;Sumare;20;Americana;Campinas;Neide
Americana;11;Itatiba;Itatiba;Santa Barbara;Itatiba;Sumare;Campinas;Neide;23;Seila2;Seila2;Itatiba;Americana;Americana
Americana;39;72;Americana;Campinas;Seila;Seila;72;Campinas;Sumare;Maria;Campinas;Sumare;Seila;Campinas
Seila;Americana;Itatiba;Sumare;Not Named;Campinas;Itatiba;Santa Barbara;Americana;Americana;Sumare;Sumare;Campinas;Americana;44
37;26;Seila2;Seila2;Campinas;75;Itatiba;Campinas;Campinas;Neide;25;49;Itatiba;Itatiba;42
46;Americana;Itatiba;78;Neide;Sumare;14;Santa Barbara;23;Americana;40;54;71;48;Americana
Campinas;Campinas;Seila2;Campinas;Not Named;55;Americana;Americana;Campinas;66;17;Campinas;41;Santa Barbara;Santa Barbara
15;Santa Barbara;Itatiba;22;21;Santa Barbara;Seila;11;Maria;Campinas;Santa Barbara;30;Americana;71;Sumare
25;Itatiba;23;Sumare;57;Neide;Santa Barbara;Itatiba;Not Named;Jose;46;Campinas;25;Seila2;52
Neide;20;Campinas;Seila2;Itatiba;59;Sumare;35;Americana;Sumare;Campinas;Itatiba;Santa Barbara;Itatiba;Santa Barbara
11;Campinas;Jose;12;Itatiba;60;Neide;Campinas;47;Seila2;55;31;Jose;Maria;Americana
Seila2;Campinas;Americana;Americana;Santa Barbara;Campinas;Not Named;Neide;Maria;Sumare;Neide;54;Americana;Seila2;Maria
53;Campinas;53;30;Americana;Sumare;61;Sumare;Neide;Sumare;Seila2;Santa Barbara;22;Sumare;Itatiba
Sumare;Sumare;Americana;Sumare;Neide;Campinas;Itatiba;52;49;42;Santa Barbara;Campinas;Neide;37;Neide
Not Named;56;Itatiba;Seila;Neide;Santa Barbara;Americana;Americana;Seila;Santa Barbara;Santa Barbara;27;Maria;Seila;Santa Barbara
48;Campinas;Americana;Seila2;Americana;Americana;54;Itatiba;Campinas;Itatiba;Itatiba;Americana;Seila2;Americana;12
Neide;Not Named;28;Neide;Maria;54;Jose;Campinas;Americana;Campinas;76;39;20;Neide;Santa Barbara
Seila;Americana;Neide;41;Itatiba;Santa Barbara;53;23;Sumare;Maria;Campinas;Maria;Itatiba;37;Sumare
Itatiba;56;Campinas;Neide;65;73;Seila2;Itatiba;21;29;Americana;Santa Barbara;Seila;75;Santa Barbara
Campinas;Sumare;Sumare;22;Santa Barbara;57;Campinas;Neide;Jose;Seila2;Campinas;Santa Barbara;Not Named;Santa Barbara;28
Jose;Seila;Sumare;62;Santa Barbara;63;Campinas;Itatiba;Itatiba;Sumare;32;18;Itatiba;Santa Barbara;44
Campinas;Campinas;Jose;Americana;47;Americana;Seila;Santa Barbara;Santa Barbara;Campinas;Sumare;Seila;Maria;Sumare;Itatiba
Sumare;Sumare;58;Campinas;Jose;Itatiba;74;Campinas;Santa Barbara;76;Santa Barbara;63;61;23;Sumare
Neide;Neide;Americana;46;Neide;Sumare;69;Americana;Seila2;Itatiba;Sumare;Campinas;Campinas;12;Itatiba
Seila;Campinas;Not Named;Maria;Americana;Not Named;27;Sumare;16;Sumare;Sumare;Itatiba;Americana;Santa Barbara;Jose
Itatiba;Sumare;Campinas;Americana;Americana;Neide;Campinas;Sumare;Americana;Campinas;Santa Barbara;Sumare;38;Seila2;13
Americana;Americana;Campinas;Maria;Campinas;Americana;Itatiba;Campinas;Not Named;34;25;24;Neide;29;Santa Barbara
63;Itatiba;13;21;Sumare;Campinas;Itatiba;Campinas;Jose;Santa Barbara;Americana;Itatiba;Seila2;Maria;Not Named
76;Seila;Campinas;Itatiba;Sumare;40;Campinas;32;11;50;Campinas;Maria;47;Campinas;Campinas
Sumare;Itatiba;Seila2;Itatiba;Americana;22;45;38;Itatiba;Seila;Seila2;Sumare;31;Seila2;Sumare
49;Americana;49;Not Named;Santa Barbara;Maria;Campinas;31;Americana;43;Sumare;Itatiba;Campinas;65;18
Americana;Seila;Campinas;Itatiba;72;Santa Barbara;Itatiba;Neide;73;Santa Barbara;Neide;Jose;Jose;Neide;77
Maria;Santa Barbara;Campinas;38;Sumare;Seila;76;Jose;Itatiba;30;Not Named;Campinas;Americana;Santa Barbara;Seila
68;Seila2;Americana;Sumare;11;Santa Barbara;Seila;36;Seila2;31;Itatiba;Santa Barbara;Itatiba;Campinas;Sumare
53;Americana;Americana;Campinas;Maria;Americana;Americana;Maria;Americana;Maria;Itatiba;Neide;Itatiba;Seila;Itatiba
Sumare;Americana;Sumare;Neide;Americana;59;Itatiba;67;Americana;Jose;Americana;70;Sumare;Seila2;11
Seila2;Itatiba;Campinas;Campinas;Seila2;Campinas;29;69;Itatiba;Seila2;Seila2;Itatiba;Itatiba;Itatiba;Neide
Jose;Seila;Itatiba;Maria;69;Seila;73;Campinas;67;Americana;Seila;Campinas;Seila;Santa Barbara;Americana
Seila;Seila;Seila2;Maria;Seila;Sumare;Americana;46;Itatiba;Campinas;Maria;Santa Barbara;Campinas;69;Maria
Campinas;Seila2;Maria;Sumare;Americana;40;Jose;74;Neide;Americana;Santa Barbara;Americana;49;Sumare;20
Americana;Jose;Neide;Not Named;Neide;Americana;Campinas;Not Named;Campinas;Campinas;66;63;Not Named;Itatiba;Americana
53;65;Not Named;Neide;Seila;Americana;Santa Barbara;Not Named;62;Campinas;Maria;Itatiba;Americana;77;17
41;Santa Barbara;Americana;Maria;Sumare;Americana;Americana;Santa Barbara;Itatiba;Sumare;Itatiba;Americana;58;Campinas;Americana
50;18;Americana;Americana;47;Maria;Maria;Itatiba;Sumare;Campinas;Seila2;Seila2;Itatiba;Campinas;Campinas
Neide;Itatiba;Seila;Campinas;Campinas;65;Seila2;Not Named;Seila2;Campinas;73;Santa Barbara;Itatiba;60;28
Itatiba;22;Campinas;Campinas;Campinas;40;Maria;66;Americana;Itatiba;26;Campinas;Seila;Santa Barbara;Seila2
Itatiba;Itatiba;52;48;43;Santa Barbara;Seila2;57;Jose;Sumare;Sumare;Itatiba;Itatiba;73;Not Named
Itatiba;Americana;51;Campinas;Santa Barbara;Sumare;Maria;37;Americana;Campinas;Campinas;Americana;Campinas;Americana;Campinas
16;Seila2;Itatiba;Itatiba;Itatiba;30;Sumare;Santa Barbara;Seila2;Santa Barbara;Americana;Santa Barbara;Campinas;Not Named;Americana
Maria;47;Seila2;Americana;Seila2;26;Campinas;Campinas;Not Named;Neide;Americana;64;63;Santa Barbara;Not Named
Americana;Santa Barbara;21;Campinas;Not Named;Americana;71;Itatiba;Maria;Maria;Seila2;Americana;44;Campinas;Americana
Santa Barbara;37;Campinas;76;35;Americana;Itatiba;Santa Barbara;Itatiba;Itatiba;Itatiba;Santa Barbara;35;Campinas;Campinas
54;Itatiba;40;58;Itatiba;Itatiba;Campinas;Maria;Campinas;Americana;40;Sumare;Campinas;40;Itatiba
Itatiba;24;Americana;Campinas;Neide;Campinas;Not Named;Jose;18;Sumare;Itatiba;23;Neide;Neide;58
Jose;34;Itatiba;Sumare;Americana;Americana;Seila2;Campinas;Itatiba;73;Itatiba;Americana;Itatiba;50;Americana
Americana;Americana;15;Americana;Campinas;39;Neide;Campinas;Seila2;Neide;60;Itatiba;Itatiba;31;Seila
Americana;Itatiba;Santa Barbara;Americana;Americana;Seila2;71;Itatiba;Itatiba;41;23;Jose;Americana;Campinas;Not Named
Seila2;72;Itatiba;Santa Barbara;Campinas;43;Seila;Americana;Americana;53;62;Campinas;Santa Barbara;Maria;Americana
Seila;Americana;Campinas;Itatiba;52;Maria;Itatiba;51;Santa Barbara;Americana;Itatiba;Itatiba;Campinas;45;Maria
Itatiba;Neide;68;Seila;Seila2;34;33;Neide;70;Sumare;20;48;Itatiba;Sumare;68
Santa Barbara;Campinas;33;Americana;Americana;64;Maria;24;Jose;70;Americana;Americana;69;Itatiba;Americana
Maria;21;Campinas;Americana;11;Seila2;Campinas;Itatiba;Itatiba;Itatiba;Santa Barbara;Sumare;71;Itatiba;28
Americana;Seila;Maria;Americana;Sumare;Americana;Neide;Itatiba;33;Seila;70;Sumare;Itatiba;Seila2;Maria
56;Not Named;Seila2;Campinas;68;Seila2;58;Americana;Campinas;Neide;Neide;Seila2;77;74;Maria
Campinas;Americana;Campinas;Campinas;74;Seila2;Jose;Sumare;Not Named;Maria;Itatiba;Neide;Itatiba;Maria;Campinas
Campinas;29;Seila2;Itatiba;Itatiba;Itatiba;Santa Barbara;Americana;Campinas;Americana;Itatiba;Sumare;Americana;Maria;45
17;25;Seila2;Seila2;40;62;46;Americana;Santa Barbara;Seila2;Sumare;26;Campinas;Campinas;41
Jose;Campinas;Itatiba;Campinas;Sumare;Santa Barbara;40;Seila2;Santa Barbara;49;Campinas;Itatiba;Seila2;Maria;Neide
44;39;28;Santa Barbara;Sumare;Seila2;Santa Barbara;Maria;Sumare;Itatiba;76;Sumare;Not Named;Seila2;13
Maria;Maria;37;Santa Barbara;Seila;Neide;43;Campinas;Itatiba;54;57;Itatiba;Sumare;Maria;58
Americana;Maria;Americana;78;76;44;Seila2;Neide;27;Jose;Campinas;21;Seila;Itatiba;Neide
35;Itatiba;Jose;12;Itatiba;Campinas;Santa Barbara;Sumare;Seila;Seila2;Campinas;41;Campinas;Seila;Sumare
73;Seila;Santa Barbara;Itatiba;52;Seila2;Americana;60;Sumare;Itatiba;14;Campinas;Seila;64;Maria
Santa Barbara;73;Itatiba;Sumare;53;Seila;Santa Barbara;Campinas;Seila2;Neide;Campinas;Sumare;Campinas;Sumare;Maria
Campinas;Seila2;Santa Barbara;Itatiba;30;34;Santa Barbara;Sumare;Campinas;Americana;Americana;Santa Barbara;14;Sumare;Itatiba
Seila;Seila2;17;10;Campinas;Maria;Americana;Seila;16;Seila2;Americana;47;Sumare;Seila2;Americana
78;Campinas;Sumare;Campinas;Seila2;Neide;Campinas;48;Americana;Americana;37;Itatiba;Seila2;Campinas;Campinas
23;69;Seila;18;Seila;Sumare;Campinas;Itatiba;35;Seila2;Neide;58;25;Campinas;Americana
Sumare;Santa Barbara;Itatiba;Santa Barbara;36;Seila;Americana;69;Seila;Sumare;71;Itatiba;Campinas;39;Americana
Jose;Americana;Not Named;Itatiba;65;Sumare;Seila2;Seila2;Seila2;Itatiba;15;Itatiba;Maria;52;51
Campinas;58;Santa Barbara;Americana;Seila2;Americana;25;Seila;Sumare;Campinas;Seila;41;Seila;47;Campinas
Seila;Santa Barbara;Itatiba;Not Named;Itatiba;Americana;Itatiba;37;Itatiba;50;65;77;48;Itatiba;Sumare
37;Maria;Americana;11;39;Itatiba;Americana;Seila;51;Seila2;18;27;62;58;Itatiba
19;Itatiba;Santa Barbara;Santa Barbara;Santa Barbara;38;Itatiba;Americana;Seila;Campinas;Seila2;66;34;71;Americana
77;Campinas;60;Itatiba;Maria;Campinas;Itatiba;Americana;58;Seila;Santa Barbara;Americana;Itatiba;Itatiba;Itatiba
Santa Barbara;15;Americana;Santa Barbara;Seila2;Seila2;Campinas;Seila;30;Seila2;49;Americana;Seila;Campinas;Sumare
Itatiba;Seila2;Neide;Campinas;Itatiba;Campinas;30;Sumare;Seila2;38;62;25;Campinas;Neide;Itatiba
75;69;Maria;Itatiba;Seila2;Maria;Neide;11;Seila;60;Seila2;Itatiba;20;Santa Barbara;Campinas
Itatiba;Seila2;Itatiba;Americana;Itatiba;Sumare;Seila;42;Campinas;Not Named;Americana;Neide;57;Campinas;Neide
70;Campinas;Maria;Americana;Itatiba;Santa Barbara;17;Seila;Not Named;32;66;55;Campinas;Campinas;41
Americana;Campinas;Americana;72;Seila2;43;13;Maria;Jose;Campinas;Americana;Americana;Campinas;Americana;Santa Barbara
Americana;Seila;Neide;Neide;Itatiba;22;54;Campinas;Jose;Santa Barbara;Americana;Santa Barbara;Maria;57;Maria
15;Maria;Itatiba;74;64;11;31;75;Itatiba;Itatiba;Santa Barbara;Seila2;Santa Barbara;Neide;42
Itatiba;Sumare;Neide;Santa Barbara;Seila;Campinas;Americana;Maria;68;Sumare;26;12;Santa Barbara;Americana;30
Santa Barbara;Americana;Americana;Americana;Americana;45;59;21;30;Americana;Campinas;Neide;14;Itatiba;54
Campinas;59;22;73;Americana;Santa Barbara;Seila2;Sumare;Seila;Santa Barbara;Campinas;Santa Barbara;Itatiba;Not Named;Seila
Campinas;73;Americana;Americana;Santa Barbara;Jose;Seila2;Campinas;Seila;Americana;26;Sumare;74;17;Seila2
Santa Barbara;Seila;14;Neide;Itatiba;22;Americana;Seila2;Itatiba;30;Campinas;33;31;62;Americana
Jose;Itatiba;49;14;Seila2;Americana;Seila;Americana;30;14;Santa Barbara;Campinas;Seila2;Seila2;67
54;Itatiba;Americana;Campinas;Itatiba;Sumare;62;Americana;Campinas;13;Americana;Santa Barbara;Neide;Seila2;27
Seila;75;Seila;Maria;Seila2;Campinas;72;Seila2;Americana;41;Seila;53;Not Named;Americana;Jose
Jose;75;Americana;Sumare;Seila2;Maria;Santa Barbara;58;Not Named;Santa Barbara;Campinas;Sumare;20;Jose;Maria
Itatiba;Sumare;28;Itatiba;Americana;17;Not Named;Campinas;Campinas;Itatiba;Santa Barbara;Americana;Campinas;Jose;Campinas
51;Sumare;Maria;16;55;Americana;Sumare;Jose;Sumare;Americana;Americana;25;Itatiba;Maria;35
Americana;Santa Barbara;Maria;26;Sumare;Maria;14;Not Named;Jose;Neide;Americana;Neide;Itatiba;Campinas;74
Sumare;Neide;54;49;46;Americana;47;51;Itatiba;64;Seila;Campinas;Maria;31;Campinas
Campinas;Itatiba;Campinas;Americana;Americana;Seila2;Sumare;Campinas;Seila2;Maria;Campinas;30;Not Named;Sumare;Campinas
Seila2;Americana;19;22;Maria;Itatiba;Americana;Santa Barbara;42;Santa Barbara;68;Itatiba;Campinas;Neide;Sumare
Sumare;Not Named;Seila;Sumare;Itatiba;35;Americana;Neide;36;Maria;Seila2;Americana;Campinas;Neide;55
53;Maria;Campinas;Sumare;Not Named;75;Maria;13;44;73;Americana;Campinas;62;Neide;Itatiba
Sumare;Not Named;Campinas;67;Itatiba;Seila;53;Maria;Seila;47;Americana;Itatiba;Santa Barbara;26;Campinas
Santa Barbara;Neide;36;Sumare;Seila2;62;Not Named;Neide;Sumare;55;Itatiba;Neide;33;Itatiba;Americana
Sumare;Neide;Itatiba;Americana;Americana;Itatiba;Seila2;Campinas;44;Seila2;Santa Barbara;11;55;Itatiba;Sumare
Not Named;Seila;Campinas;Maria;44;Maria;Itatiba;57;Americana;55;Santa Barbara;Campinas;46;63;Campinas
Seila;Americana;Santa Barbara;Santa Barbara;Neide;62;Campinas;Campinas;25;Campinas;Santa Barbara;12;Americana;57;Seila
Seila;Not Named;Campinas;Santa Barbara;32;Seila;Itatiba;77;Itatiba;12;37;Campinas;Neide;Itatiba;Sumare
Americana;58;Maria;Americana;Itatiba;Not Named;Neide;Americana;Jose;Neide;70;Itatiba;Campinas;Sumare;Americana
48;Campinas;Jose;Sumare;20;Santa Barbara;Sumare;Campinas;Santa Barbara;Americana;62;Seila;Seila;Sumare;Americana
Sumare;Maria;Americana;Neide;Sumare;16;Seila2;39;Americana;Americana;54;Itatiba;Neide;76;23
Santa Barbara;Itatiba;Jose;Sumare;19;15;Jose;77;Seila;21;Not Named;38;Itatiba;Itatiba;Campinas
42;Campinas;Santa Barbara;72;Maria;54;15;Sumare;Sumare;Seila;15;Sumare;Campinas;32;Seila
Maria;Americana;Itatiba;Americana;Americana;Campinas;Campinas;Neide;49;Itatiba;Itatiba;Americana;Campinas;Jose;Neide
Neide;Seila;Itatiba;Jose;Itatiba;Americana;Sumare;Americana;Itatiba;38;61;Sumare;Not Named;Itatiba;Campinas
Americana;Itatiba;22;Itatiba;Itatiba;18;20;Itatiba;35;59;Itatiba;Sumare;Neide;Campinas;Santa Barbara
51;Seila2;Americana;Neide;Itatiba;Campinas;12;Seila;Jose;61;Santa Barbara;Seila2;Campinas;Seila;Neide
Not Named;Americana;Sumare;Americana;Itatiba;78;55;Campinas;59;Americana;11;Itatiba;Seila2;Seila;Itatiba
Neide;45;Campinas;Itatiba;Maria;Maria;Sumare;Sumare;Americana;Americana;Neide;Campinas;Sumare;Itatiba;Itatiba
Neide;Itatiba;Sumare;21;16;Seila2;25;Santa Barbara;Seila;Sumare;25;Campinas;Jose;Not Named;Maria
Americana;Seila;Campinas;72;16;Sumare;Itatiba;Not Named;Seila2;37;14;Itatiba;Americana;66;Neide
Neide;Campinas;Seila2;Sumare;Seila;Neide;24;13;Campinas;12;38;Neide;Seila;Americana;Itatiba
Seila2;Maria;Sumare;Itatiba;Itatiba;59;Campinas;Campinas;Americana;Sumare;Americana;75;Americana;45;55
Campinas;Sumare;Seila;Itatiba;Sumare;77;Not Named;Itatiba;Not Named;76;Maria;Seila2;Americana;Itatiba;Campinas
Campinas;Seila2;Jose;Campinas;Americana;Itatiba;Americana;Santa Barbara;Maria;21;57;Americana;Campinas;Neide;Seila
63;Seila2;Seila2;Americana;Campinas;Jose;62;Campinas;Neide;17;Americana;Itatiba;Americana;Itatiba;73
Sumare;Campinas;Santa Barbara;Santa Barbara;Sumare;Americana;Jose;Itatiba;Sumare;Santa Barbara;73;Santa Barbara;Itatiba;Itatiba;Campinas
Sumare;Itatiba;52;76;Americana;36;Neide;Americana;52;Santa Barbara;Campinas;72;53;Santa Barbara;18
Jose;20;Campinas;Campinas;Campinas;Seila;12;Seila;26;58;63;Campinas;35;Itatiba;Seila
Santa Barbara;66;Americana;29;Itatiba;Americana;Campinas;Not Named;48;Americana;Campinas;Campinas;34;Campinas;Americana
55;45;Americana;Americana;16;Americana;Itatiba;Americana;Itatiba;Seila2;Campinas;55;21;19;Jose
Campinas;Itatiba;Americana;Americana;Campinas;66;Americana;23;21;Americana;Americana;Sumare;Sumare;Sumare;66
Maria;Neide;Campinas;Seila;22;Americana;Itatiba;Seila;Itatiba;Santa Barbara;Itatiba;Seila;Seila;27;Itatiba
Neide;Americana;Campinas;Neide;51;78;Itatiba;Itatiba;Not Named;Neide;42;78;68;Itatiba;Campinas
Campinas;Santa Barbara;Itatiba;Campinas;Seila2;Seila2;Americana;Campinas;75;Campinas;Seila;50;Campinas;76;39
Campinas;Santa Barbara;Americana;Santa Barbara;Campinas;Seila2;52;Seila;43;Seila2;Campinas;13;69;Campinas;Santa Barbara
Americana;Itatiba;32;Maria;Santa Barbara;Sumare;Itatiba;Campinas;Campinas;Itatiba;Americana;68;Maria;56;Americana
Americana;Campinas;Americana;15;Sumare;Sumare;12;Maria;Americana;38;75;69;Campinas;Not Named;Santa Barbara
Sumare;Campinas;Itatiba;Sumare;Campinas;Seila2;Itatiba;23;Sumare;Seila;15;Campinas;Campinas;Itatiba;33
Americana;Americana;Santa Barbara;Seila2;Seila;Sumare;Americana;Santa Barbara;Campinas;Seila2;25;Americana;Americana;Santa Barbara;Americana
Maria;40;Not Named;Santa Barbara;Seila2;Sumare;Santa Barbara;Itatiba;Americana;Itatiba;Americana;Campinas;Americana;32;Seila
Seila;Campinas;26;Sumare;Americana;Seila;11;Not Named;Santa Barbara;Maria;54;Seila;25;Americana;Itatiba
50;13;Neide;73;Americana;71;Neide;Itatiba;Itatiba;Neide;Itatiba;Seila2;Campinas;29;Seila2
Campinas;53;Jose;39;Santa Barbara;Maria;Campinas;Seila2;Maria;31;Campinas;Campinas;Americana;59;Itatiba
Campinas;Seila2;Jose;Itatiba;Jose;Maria;Santa Barbara;Americana;Americana;Itatiba;44;12;76;Maria;55
58;Itatiba;Neide;Santa Barbara;Campinas;70;34;Santa Barbara;17;55;Not Named;Seila;Campinas;Campinas;Campinas
Santa Barbara;Santa Barbara;Not Named;67;45;Sumare;Sumare;Campinas;Seila2;Itatiba;Campinas;Jose;Campinas;Sumare;Jose
72;Maria;Seila2;Jose;Campinas;Seila2;12;Itatiba;17;Americana;Itatiba;77;Neide;Maria;Campinas
Americana;Campinas;Itatiba;Itatiba;Itatiba;75;Campinas;46;Itatiba;Americana;Seila2;Seila2;13;Itatiba;Americana
Campinas;Sumare;Santa Barbara;Jose;Seila;Not Named;Campinas;Sumare;Americana;10;Seila;Santa Barbara;Itatiba;Itatiba;13
Americana;Campinas;46;Seila2;Santa Barbara;Itatiba;46;Seila;Americana;Santa Barbara;Santa Barbara;51;Sumare;Seila;Campinas
Neide;Neide;Americana;Jose;Santa Barbara;17;72;Americana;Itatiba;Not Named;25;Americana;28;32;Campinas
Itatiba;Sumare;Itatiba;Not Named;58;Itatiba;61;Americana;38;Americana;Seila2;Sumare;Campinas;Americana;Santa Barbara
Americana;Campinas;35;Itatiba;Santa Barbara;56;Neide;13;Santa Barbara;Campinas;Campinas;Itatiba;Jose;63;Americana
16;Santa Barbara;Americana;37;Maria;Campinas;Campinas;Santa Barbara;26;Campinas;Campinas;48;Itatiba;18;Jose
Itatiba;23;Itatiba;Campinas;Campinas;Maria;Jose;Maria;Santa Barbara;Maria;Americana;Not Named;12;38;61
Maria;Sumare;Seila;31;Americana;Seila;Itatiba;60;Maria;Americana;12;Santa Barbara;Seila2;34;Jose
15;Maria;Campinas;Americana;Seila2;Americana;Maria;11;Campinas;Seila;Campinas;Americana;18;49;Seila
Americana;Sumare;Neide;Americana;Americana;43;Jose;Seila;Seila;Campinas;Itatiba;46;Neide;Campinas;Americana
Americana;Itatiba;Not Named;Itatiba;Campinas;Santa Barbara;Campinas;Campinas;22;Seila2;63;Itatiba;Itatiba;Sumare;Campinas
Itatiba;Americana;12;Itatiba;42;Campinas;Seila2;66;Itatiba;Americana;19;Seila2;Itatiba;Campinas;Santa Barbara
Seila;Maria;47;Americana;17;Not Named;Seila2;Americana;Americana;Campinas;58;Neide;Itatiba;Itatiba;39
Sumare;Americana;Santa Barbara;67;16;65;64;Campinas;Seila;50;Santa Barbara;Sumare;Jose;67;Neide
Itatiba;Santa Barbara;Americana;54;Not Named;69;Santa Barbara;27;Neide;Campinas;Americana;Santa Barbara;Santa Barbara;12;Santa Barbara
Americana;Campinas;Itatiba;Maria;Campinas;58;13;Not Named;Itatiba;Seila2;48;Campinas;Seila;26;Seila2
Santa Barbara;36;18;Seila2;Seila;Itatiba;24;Sumare;Sumare;Sumare;41;Itatiba;Neide;Neide;27
Sumare;Seila;Neide;Not Named;73;Itatiba;Neide;Santa Barbara;32;Maria;Itatiba;Americana;Jose;Seila;Itatiba
Americana;22;Maria;16;46;Maria;Not Named;Not Named;69;56;50;Campinas;40;Itatiba;Campinas
Neide;Jose;11;73;77;Neide;58;Itatiba;Jose;Neide;Americana;Seila2;28;Jose;Itatiba
Santa Barbara;Not Named;Santa Barbara;Americana;Americana;69;Not Named;52;Santa Barbara;24;Itatiba;Santa Barbara;Santa Barbara;59;34
Maria;38;Neide;Itatiba;Santa Barbara;Not Named;Santa Barbara;Campinas;22;Seila2;43;Seila2;Itatiba;Campinas;Not Named
Campinas;Campinas;Santa Barbara;Campinas;Seila2;Sumare;Seila;15;Santa Barbara;33;61;Campinas;Not Named;Americana;Campinas
40;Itatiba;Seila2;Campinas;66;Itatiba;Seila2;74;Seila;Maria;Maria;Sumare;Seila;Americana;44
Americana;Seila;66;Seila;Santa Barbara;Sumare;Americana;75;Seila;Seila;Sumare;Sumare;24;Sumare;16
Santa Barbara;Americana;Campinas;53;Maria;Seila2;Santa Barbara;Seila2;Santa Barbara;69;Itatiba;29;38;Campinas;Itatiba
Americana;Sumare;71;Not Named;Campinas;Itatiba;Campinas;Sumare;Seila2;Santa Barbara;Campinas;Santa Barbara;Seila;Campinas;64
62;Neide;Santa Barbara;Jose;Seila2;Santa Barbara;Sumare;Sumare;Itatiba;47;Seila;Sumare;Santa Barbara;Seila2;Americana
Sumare;Americana;Americana;Sumare;Itatiba;Maria;Maria;58;13;Itatiba;Americana;Santa Barbara;Americana;Americana;72
Itatiba;Campinas;Santa Barbara;Americana;53;Seila;34;Americana;31;Americana;23;33;68;Neide;Seila2
63;77;Sumare;78;18;Seila;Seila;Americana;Campinas;Americana;Santa Barbara;Seila2;Campinas;Americana;Sumare
Americana;20;Maria;60;Campinas;45;Jose;Itatiba;Santa Barbara;Campinas;Campinas;Seila2;Itatiba;Seila2;Maria
12;Americana;Sumare;Americana;13;Not Named;Itatiba;Americana;50;Sumare;66;Neide;Maria;Jose;Itatiba
Itatiba;Seila2;Campinas;Neide;13;Itatiba;44;33;Campinas;25;16;44;Americana;Neide;Maria
Campinas;12;Neide;Santa Barbara;Not Named;Campinas;Seila2;Itatiba;Sumare;70;Seila;Seila;Campinas;Americana;Americana
Jose;26;Not Named;64;Neide;Itatiba;Campinas;Campinas;Itatiba;Seila2;75;Seila;Seila;63;Americana
Jose;60;Itatiba;Jose;Sumare;Americana;Santa Barbara;Campinas;Sumare;Seila2;Americana;Sumare;Sumare;Neide;43
Sumare;Santa Barbara;Itatiba;Itatiba;Americana;Campinas;Neide;Sumare;Neide;Itatiba;64;Seila2;Americana;Campinas;57
